"V1","results.id","results.vote_count","results.vote_average","results.popularity","results.release_date","Month","Year","key"
878,611307,1,10,0.6,"2017-11-02","Nov",2017,"611307_Nov_2017"
35,489342,1,4,0.6,"2017-11-24","Nov",2017,"489342_Nov_2017"
28,489398,0,0,0.6,"2017-11-30","Nov",2017,"489398_Nov_2017"
18,489398,0,0,0.6,"2017-11-30","Nov",2017,"489398_Nov_2017"
16,523312,0,0,0.6,"2017-11-02","Nov",2017,"523312_Nov_2017"
99,523903,0,0,0.6,"2017-11-15","Nov",2017,"523903_Nov_2017"
10402,523903,0,0,0.6,"2017-11-15","Nov",2017,"523903_Nov_2017"
28,525831,1,7,0.6,"2017-11-11","Nov",2017,"525831_Nov_2017"
18,525831,1,7,0.6,"2017-11-11","Nov",2017,"525831_Nov_2017"
99,526428,0,0,0.6,"2016-12-01","Nov",2017,"526428_Nov_2017"
16,531826,0,0,0.6,"2017-11-19","Nov",2017,"531826_Nov_2017"
16,531832,0,0,0.6,"2017-11-24","Nov",2017,"531832_Nov_2017"
99,530460,0,0,0.6,"2017-11-09","Nov",2017,"530460_Nov_2017"
99,532990,0,0,0.6,"2017-11-14","Nov",2017,"532990_Nov_2017"
16,531334,0,0,0.6,"2017-11-21","Nov",2017,"531334_Nov_2017"
16,531337,0,0,0.6,"2017-11-21","Nov",2017,"531337_Nov_2017"
16,531338,0,0,0.6,"2017-11-21","Nov",2017,"531338_Nov_2017"
35,531338,0,0,0.6,"2017-11-21","Nov",2017,"531338_Nov_2017"
99,532338,0,0,0.6,"2017-11-17","Nov",2017,"532338_Nov_2017"
18,532338,0,0,0.6,"2017-11-17","Nov",2017,"532338_Nov_2017"
16,531930,0,0,0.6,"2017-11-28","Nov",2017,"531930_Nov_2017"
99,532518,0,0,0.6,"2017-03-01","Nov",2017,"532518_Nov_2017"
10402,497770,0,0,0.6,"2017-11-20","Nov",2017,"497770_Nov_2017"
99,497770,0,0,0.6,"2017-11-20","Nov",2017,"497770_Nov_2017"
16,500034,0,0,0.6,"2017-11-17","Nov",2017,"500034_Nov_2017"
53,501226,1,6,0.6,"2017-11-24","Nov",2017,"501226_Nov_2017"
18,501226,1,6,0.6,"2017-11-24","Nov",2017,"501226_Nov_2017"
35,499909,1,6,0.6,"2017-11-28","Nov",2017,"499909_Nov_2017"
18,499909,1,6,0.6,"2017-11-28","Nov",2017,"499909_Nov_2017"
27,502920,0,0,0.6,"2017-11-17","Nov",2017,"502920_Nov_2017"
35,502562,0,0,0.6,"2017-11-16","Nov",2017,"502562_Nov_2017"
18,504819,0,0,0.6,"2017-12-04","Nov",2017,"504819_Nov_2017"
18,505405,0,0,0.6,"2017-11-18","Nov",2017,"505405_Nov_2017"
27,505429,1,10,0.6,"2017-11-01","Nov",2017,"505429_Nov_2017"
99,503712,0,0,0.6,"2017-11-08","Nov",2017,"503712_Nov_2017"
18,504621,0,0,0.6,"2017-11-05","Nov",2017,"504621_Nov_2017"
35,504625,0,0,0.6,"2017-07-13","Nov",2017,"504625_Nov_2017"
18,504625,0,0,0.6,"2017-07-13","Nov",2017,"504625_Nov_2017"
18,504636,0,0,0.6,"2017-11-05","Nov",2017,"504636_Nov_2017"
18,505327,0,0,0.6,"2017-06-19","Nov",2017,"505327_Nov_2017"
878,505327,0,0,0.6,"2017-06-19","Nov",2017,"505327_Nov_2017"
53,504962,0,0,0.6,"2017-08-29","Nov",2017,"504962_Nov_2017"
878,507260,0,0,0.6,"2018-11-09","Nov",2017,"507260_Nov_2017"
99,505517,0,0,0.6,"2017-11-09","Nov",2017,"505517_Nov_2017"
99,506486,0,0,0.6,"1999-10-31","Nov",2017,"506486_Nov_2017"
10751,549450,2,8.5,0.6,"2017-11-24","Nov",2017,"549450_Nov_2017"
18,549450,2,8.5,0.6,"2017-11-24","Nov",2017,"549450_Nov_2017"
9648,549450,2,8.5,0.6,"2017-11-24","Nov",2017,"549450_Nov_2017"
9648,550815,0,0,0.6,"2017-11-11","Nov",2017,"550815_Nov_2017"
35,553526,0,0,0.6,"2017-11-12","Nov",2017,"553526_Nov_2017"
18,567713,0,0,0.6,"2017-11-03","Nov",2017,"567713_Nov_2017"
35,570064,0,0,0.6,"2017-11-03","Nov",2017,"570064_Nov_2017"
16,570615,0,0,0.6,"2018-11-13","Nov",2017,"570615_Nov_2017"
99,578012,0,0,0.6,"2017-11-05","Nov",2017,"578012_Nov_2017"
10749,576332,0,0,0.6,"2017-11-02","Nov",2017,"576332_Nov_2017"
35,576332,0,0,0.6,"2017-11-02","Nov",2017,"576332_Nov_2017"
35,508202,1,6,0.6,"2017-11-07","Nov",2017,"508202_Nov_2017"
18,508202,1,6,0.6,"2017-11-07","Nov",2017,"508202_Nov_2017"
99,508213,1,4,0.6,"2017-11-01","Nov",2017,"508213_Nov_2017"
35,508297,0,0,0.6,"2017-11-05","Nov",2017,"508297_Nov_2017"
35,508300,0,0,0.6,"2017-11-04","Nov",2017,"508300_Nov_2017"
18,508305,0,0,0.6,"2017-11-05","Nov",2017,"508305_Nov_2017"
18,508306,0,0,0.6,"2017-11-05","Nov",2017,"508306_Nov_2017"
10749,509597,0,0,0.6,"2017-11-30","Nov",2017,"509597_Nov_2017"
35,509597,0,0,0.6,"2017-11-30","Nov",2017,"509597_Nov_2017"
99,509403,0,0,0.6,"2017-11-01","Nov",2017,"509403_Nov_2017"
53,515765,0,0,0.6,"2017-11-17","Nov",2017,"515765_Nov_2017"
10749,515807,0,0,0.6,"2017-11-03","Nov",2017,"515807_Nov_2017"
18,517969,0,0,0.6,"2017-11-09","Nov",2017,"517969_Nov_2017"
99,518048,0,0,0.6,"2017-11-13","Nov",2017,"518048_Nov_2017"
18,516621,0,0,0.6,"2017-11-17","Nov",2017,"516621_Nov_2017"
18,519252,0,0,0.6,"2017-11-20","Nov",2017,"519252_Nov_2017"
80,519252,0,0,0.6,"2017-11-20","Nov",2017,"519252_Nov_2017"
18,519089,0,0,0.6,"2017-11-27","Nov",2017,"519089_Nov_2017"
99,518833,0,0,0.6,"2017-11-18","Nov",2017,"518833_Nov_2017"
10751,520982,0,0,0.6,"2017-11-06","Nov",2017,"520982_Nov_2017"
16,521690,2,7.5,0.6,"2017-11-02","Nov",2017,"521690_Nov_2017"
35,521690,2,7.5,0.6,"2017-11-02","Nov",2017,"521690_Nov_2017"
878,521690,2,7.5,0.6,"2017-11-02","Nov",2017,"521690_Nov_2017"
35,520898,0,0,0.6,"2017-11-09","Nov",2017,"520898_Nov_2017"
10749,520898,0,0,0.6,"2017-11-09","Nov",2017,"520898_Nov_2017"
53,520898,0,0,0.6,"2017-11-09","Nov",2017,"520898_Nov_2017"
16,521107,0,0,0.6,"2017-11-16","Nov",2017,"521107_Nov_2017"
99,521749,0,0,0.6,"2017-11-08","Nov",2017,"521749_Nov_2017"
16,523312,0,0,0.6,"2017-11-02","Nov",2017,"523312_Nov_2017"
99,523903,0,0,0.6,"2017-11-15","Nov",2017,"523903_Nov_2017"
10402,523903,0,0,0.6,"2017-11-15","Nov",2017,"523903_Nov_2017"
28,525831,1,7,0.6,"2017-11-11","Nov",2017,"525831_Nov_2017"
18,525831,1,7,0.6,"2017-11-11","Nov",2017,"525831_Nov_2017"
99,526428,0,0,0.6,"2016-12-01","Nov",2017,"526428_Nov_2017"
16,531826,0,0,0.6,"2017-11-19","Nov",2017,"531826_Nov_2017"
16,531337,0,0,0.6,"2017-11-21","Nov",2017,"531337_Nov_2017"
16,531338,0,0,0.6,"2017-11-21","Nov",2017,"531338_Nov_2017"
35,531338,0,0,0.6,"2017-11-21","Nov",2017,"531338_Nov_2017"
99,532338,0,0,0.6,"2017-11-17","Nov",2017,"532338_Nov_2017"
18,532338,0,0,0.6,"2017-11-17","Nov",2017,"532338_Nov_2017"
16,531930,0,0,0.6,"2017-11-28","Nov",2017,"531930_Nov_2017"
99,532518,0,0,0.6,"2017-03-01","Nov",2017,"532518_Nov_2017"
99,532524,0,0,0.6,"2017-11-02","Nov",2017,"532524_Nov_2017"
18,532526,0,0,0.6,"2016-06-23","Nov",2017,"532526_Nov_2017"
99,532554,0,0,0.6,"2017-11-30","Nov",2017,"532554_Nov_2017"
10751,535362,0,0,0.6,"2018-08-31","Nov",2017,"535362_Nov_2017"
99,537801,0,0,0.6,"2017-11-10","Nov",2017,"537801_Nov_2017"
28,535556,0,0,0.6,"2017-11-12","Nov",2017,"535556_Nov_2017"
27,535557,0,0,0.6,"2017-11-19","Nov",2017,"535557_Nov_2017"
53,535557,0,0,0.6,"2017-11-19","Nov",2017,"535557_Nov_2017"
18,536451,0,0,0.6,"2017-11-23","Nov",2017,"536451_Nov_2017"
10751,536451,0,0,0.6,"2017-11-23","Nov",2017,"536451_Nov_2017"
18,537329,1,6,0.6,"2017-11-22","Nov",2017,"537329_Nov_2017"
99,543799,0,0,0.6,"2017-11-01","Nov",2017,"543799_Nov_2017"
99,543811,0,0,0.6,"2017-11-18","Nov",2017,"543811_Nov_2017"
18,544236,0,0,0.6,"2017-11-20","Nov",2017,"544236_Nov_2017"
27,543997,0,0,0.6,"2017-12-09","Nov",2017,"543997_Nov_2017"
878,543997,0,0,0.6,"2017-12-09","Nov",2017,"543997_Nov_2017"
53,543997,0,0,0.6,"2017-12-09","Nov",2017,"543997_Nov_2017"
99,544815,0,0,0.6,"2017-11-11","Nov",2017,"544815_Nov_2017"
10402,544815,0,0,0.6,"2017-11-11","Nov",2017,"544815_Nov_2017"
16,547369,0,0,0.6,"2017-11-18","Nov",2017,"547369_Nov_2017"
16,546667,0,0,0.6,"2017-11-06","Nov",2017,"546667_Nov_2017"
10402,546667,0,0,0.6,"2017-11-06","Nov",2017,"546667_Nov_2017"
99,548519,0,0,0.6,"2017-11-08","Nov",2017,"548519_Nov_2017"
99,550424,0,0,0.6,"2017-11-25","Nov",2017,"550424_Nov_2017"
10749,550490,0,0,0.6,"2017-11-30","Nov",2017,"550490_Nov_2017"
35,550490,0,0,0.6,"2017-11-30","Nov",2017,"550490_Nov_2017"
16,549737,0,0,0.6,"2017-11-19","Nov",2017,"549737_Nov_2017"
99,549736,0,0,0.6,"2017-11-11","Nov",2017,"549736_Nov_2017"
36,549736,0,0,0.6,"2017-11-11","Nov",2017,"549736_Nov_2017"
99,551633,1,7,0.6,"2017-11-28","Nov",2017,"551633_Nov_2017"
10402,551633,1,7,0.6,"2017-11-28","Nov",2017,"551633_Nov_2017"
10751,487700,1,7,0.6,"2017-11-02","Nov",2017,"487700_Nov_2017"
10402,487700,1,7,0.6,"2017-11-02","Nov",2017,"487700_Nov_2017"
18,487700,1,7,0.6,"2017-11-02","Nov",2017,"487700_Nov_2017"
99,488331,1,7,0.6,"2017-06-07","Nov",2017,"488331_Nov_2017"
35,490769,1,4,0.6,"2017-11-03","Nov",2017,"490769_Nov_2017"
35,490784,2,5.5,0.6,"2017-11-30","Nov",2017,"490784_Nov_2017"
10751,490784,2,5.5,0.6,"2017-11-30","Nov",2017,"490784_Nov_2017"
27,490798,0,0,0.6,"2017-11-30","Nov",2017,"490798_Nov_2017"
18,491268,0,0,0.6,"2017-11-17","Nov",2017,"491268_Nov_2017"
99,491871,0,0,0.6,"2017-11-11","Nov",2017,"491871_Nov_2017"
18,491871,0,0,0.6,"2017-11-11","Nov",2017,"491871_Nov_2017"
18,495556,0,0,0.6,"2017-11-10","Nov",2017,"495556_Nov_2017"
18,495570,1,7,0.6,"2017-11-17","Nov",2017,"495570_Nov_2017"
18,496678,0,0,0.6,"2017-11-11","Nov",2017,"496678_Nov_2017"
99,496755,0,0,0.6,"2017-11-10","Nov",2017,"496755_Nov_2017"
18,505061,0,0,0.6,"2017-11-03","Nov",2017,"505061_Nov_2017"
18,508776,0,0,0.6,"2017-11-22","Nov",2017,"508776_Nov_2017"
99,511062,0,0,0.6,"2017-11-16","Nov",2017,"511062_Nov_2017"
99,561290,0,0,0.6,"2017-11-12","Nov",2017,"561290_Nov_2017"
99,561424,0,0,0.6,"2017-11-12","Nov",2017,"561424_Nov_2017"
28,562230,0,0,0.6,"2017-11-01","Nov",2017,"562230_Nov_2017"
18,562230,0,0,0.6,"2017-11-01","Nov",2017,"562230_Nov_2017"
10751,562230,0,0,0.6,"2017-11-01","Nov",2017,"562230_Nov_2017"
99,564182,0,0,0.6,"2017-11-16","Nov",2017,"564182_Nov_2017"
99,562915,0,0,0.6,"2017-11-21","Nov",2017,"562915_Nov_2017"
18,562915,0,0,0.6,"2017-11-21","Nov",2017,"562915_Nov_2017"
35,564044,0,0,0.6,"2017-11-26","Nov",2017,"564044_Nov_2017"
16,564044,0,0,0.6,"2017-11-26","Nov",2017,"564044_Nov_2017"
99,564666,0,0,0.6,"2017-11-26","Nov",2017,"564666_Nov_2017"
18,563172,0,0,0.6,"2017-11-03","Nov",2017,"563172_Nov_2017"
16,563832,0,0,0.6,"2017-11-22","Nov",2017,"563832_Nov_2017"
18,563832,0,0,0.6,"2017-11-22","Nov",2017,"563832_Nov_2017"
99,564367,0,0,0.6,"2017-11-21","Nov",2017,"564367_Nov_2017"
18,567352,0,0,0.6,"2017-11-01","Nov",2017,"567352_Nov_2017"
27,567953,0,0,0.6,"2017-11-22","Nov",2017,"567953_Nov_2017"
35,567953,0,0,0.6,"2017-11-22","Nov",2017,"567953_Nov_2017"
35,570064,0,0,0.6,"2017-11-03","Nov",2017,"570064_Nov_2017"
16,570615,0,0,0.6,"2018-11-13","Nov",2017,"570615_Nov_2017"
99,534598,3,6.3,0.6,"2017-11-11","Nov",2017,"534598_Nov_2017"
18,536291,0,0,0.6,"2017-11-14","Nov",2017,"536291_Nov_2017"
27,536291,0,0,0.6,"2017-11-14","Nov",2017,"536291_Nov_2017"
99,536381,2,7,0.6,"2016-04-16","Nov",2017,"536381_Nov_2017"
10402,536381,2,7,0.6,"2016-04-16","Nov",2017,"536381_Nov_2017"
99,537578,0,0,0.6,"2017-11-22","Nov",2017,"537578_Nov_2017"
18,432990,1,5,0.6,"2016-09-21","Nov",2017,"432990_Nov_2017"
18,539977,0,0,0.6,"2017-11-17","Nov",2017,"539977_Nov_2017"
80,539977,0,0,0.6,"2017-11-17","Nov",2017,"539977_Nov_2017"
53,539977,0,0,0.6,"2017-11-17","Nov",2017,"539977_Nov_2017"
18,541068,0,0,0.6,"2017-11-08","Nov",2017,"541068_Nov_2017"
99,436045,0,0,0.6,"2006-04-09","Nov",2017,"436045_Nov_2017"
10402,545903,1,10,0.6,"2017-11-29","Nov",2017,"545903_Nov_2017"
18,548867,1,8,0.6,"2017-11-14","Nov",2017,"548867_Nov_2017"
18,443519,0,0,0.6,"2017-11-30","Nov",2017,"443519_Nov_2017"
18,549597,0,0,0.6,"2017-11-30","Nov",2017,"549597_Nov_2017"
18,550067,0,0,0.6,"2017-11-17","Nov",2017,"550067_Nov_2017"
16,551905,0,0,0.6,"2017-11-01","Nov",2017,"551905_Nov_2017"
99,555451,0,0,0.6,"2017-11-14","Nov",2017,"555451_Nov_2017"
99,555533,0,0,0.6,"2017-11-18","Nov",2017,"555533_Nov_2017"
18,481249,0,0,0.6,"2017-11-30","Nov",2017,"481249_Nov_2017"
35,481249,0,0,0.6,"2017-11-30","Nov",2017,"481249_Nov_2017"
99,481838,0,0,0.6,"2017-11-24","Nov",2017,"481838_Nov_2017"
99,481882,0,0,0.6,"2017-11-08","Nov",2017,"481882_Nov_2017"
99,481906,0,0,0.6,"2016-01-01","Nov",2017,"481906_Nov_2017"
28,481912,0,0,0.6,"1968-01-01","Nov",2017,"481912_Nov_2017"
16,482116,0,0,0.6,"2017-11-01","Nov",2017,"482116_Nov_2017"
36,482175,2,7.5,0.6,"2017-11-21","Nov",2017,"482175_Nov_2017"
99,482175,2,7.5,0.6,"2017-11-21","Nov",2017,"482175_Nov_2017"
35,483153,0,0,0.6,"2017-11-07","Nov",2017,"483153_Nov_2017"
99,602887,0,0,0.6,"2017-11-27","Nov",2017,"602887_Nov_2017"
99,482764,1,10,0.6,"2017-11-10","Nov",2017,"482764_Nov_2017"
18,483803,1,0,0.6,"2018-01-18","Nov",2017,"483803_Nov_2017"
27,483803,1,0,0.6,"2018-01-18","Nov",2017,"483803_Nov_2017"
53,483803,1,0,0.6,"2018-01-18","Nov",2017,"483803_Nov_2017"
28,483809,2,8,0.6,"2017-11-24","Nov",2017,"483809_Nov_2017"
53,483809,2,8,0.6,"2017-11-24","Nov",2017,"483809_Nov_2017"
9648,483809,2,8,0.6,"2017-11-24","Nov",2017,"483809_Nov_2017"
99,483824,1,7,0.6,"2017-11-10","Nov",2017,"483824_Nov_2017"
28,483897,1,6,0.6,"2017-11-11","Nov",2017,"483897_Nov_2017"
35,483897,1,6,0.6,"2017-11-11","Nov",2017,"483897_Nov_2017"
12,483897,1,6,0.6,"2017-11-11","Nov",2017,"483897_Nov_2017"
18,483139,0,0,0.6,"2017-11-07","Nov",2017,"483139_Nov_2017"
99,555533,0,0,0.6,"2017-11-18","Nov",2017,"555533_Nov_2017"
99,456209,0,0,0.6,"2017-11-30","Nov",2017,"456209_Nov_2017"
10749,456296,1,6,0.6,"2017-11-17","Nov",2017,"456296_Nov_2017"
35,456296,1,6,0.6,"2017-11-17","Nov",2017,"456296_Nov_2017"
35,457966,0,0,0.6,"2016-09-08","Nov",2017,"457966_Nov_2017"
35,347328,3,6.7,0.6,"2015-08-06","Nov",2017,"347328_Nov_2017"
878,347328,3,6.7,0.6,"2015-08-06","Nov",2017,"347328_Nov_2017"
18,362868,0,0,0.6,"2017-11-22","Nov",2017,"362868_Nov_2017"
18,486412,2,4,0.6,"2017-11-13","Nov",2017,"486412_Nov_2017"
10402,486417,0,0,0.6,"2017-11-04","Nov",2017,"486417_Nov_2017"
99,486431,0,0,0.6,"2017-11-12","Nov",2017,"486431_Nov_2017"
35,487439,0,0,0.6,"2017-11-25","Nov",2017,"487439_Nov_2017"
27,487439,0,0,0.6,"2017-11-25","Nov",2017,"487439_Nov_2017"
99,487444,0,0,0.6,"2017-11-23","Nov",2017,"487444_Nov_2017"
36,487444,0,0,0.6,"2017-11-23","Nov",2017,"487444_Nov_2017"
35,486656,0,0,0.6,"2017-11-09","Nov",2017,"486656_Nov_2017"
99,513795,1,10,0.6,"2017-11-24","Nov",2017,"513795_Nov_2017"
16,513684,0,0,0.6,"2017-11-01","Nov",2017,"513684_Nov_2017"
18,513393,0,0,0.6,"2017-11-30","Nov",2017,"513393_Nov_2017"
53,513426,0,0,0.6,"2017-11-19","Nov",2017,"513426_Nov_2017"
878,513908,0,0,0.6,"2017-11-17","Nov",2017,"513908_Nov_2017"
18,513908,0,0,0.6,"2017-11-17","Nov",2017,"513908_Nov_2017"
28,513908,0,0,0.6,"2017-11-17","Nov",2017,"513908_Nov_2017"
99,516295,1,7,0.6,"2017-11-01","Nov",2017,"516295_Nov_2017"
27,514644,0,0,0.6,"2017-11-09","Nov",2017,"514644_Nov_2017"
35,514644,0,0,0.6,"2017-11-09","Nov",2017,"514644_Nov_2017"
14,514644,0,0,0.6,"2017-11-09","Nov",2017,"514644_Nov_2017"
99,515499,1,4,0.6,"2017-11-01","Nov",2017,"515499_Nov_2017"
99,515137,1,5,0.6,"2003-08-28","Nov",2017,"515137_Nov_2017"
18,515176,0,0,0.6,"2017-11-30","Nov",2017,"515176_Nov_2017"
35,520898,0,0,0.6,"2017-11-09","Nov",2017,"520898_Nov_2017"
10749,520898,0,0,0.6,"2017-11-09","Nov",2017,"520898_Nov_2017"
53,520898,0,0,0.6,"2017-11-09","Nov",2017,"520898_Nov_2017"
16,521107,0,0,0.6,"2017-11-16","Nov",2017,"521107_Nov_2017"
99,521749,0,0,0.6,"2017-11-08","Nov",2017,"521749_Nov_2017"
16,523312,0,0,0.6,"2017-11-02","Nov",2017,"523312_Nov_2017"
99,523903,0,0,0.6,"2017-11-15","Nov",2017,"523903_Nov_2017"
10402,523903,0,0,0.6,"2017-11-15","Nov",2017,"523903_Nov_2017"
28,525831,1,7,0.6,"2017-11-11","Nov",2017,"525831_Nov_2017"
18,525831,1,7,0.6,"2017-11-11","Nov",2017,"525831_Nov_2017"
99,526428,0,0,0.6,"2016-12-01","Nov",2017,"526428_Nov_2017"
99,532559,0,0,0.6,"2017-11-10","Nov",2017,"532559_Nov_2017"
99,540900,0,0,0.6,"2017-11-23","Nov",2017,"540900_Nov_2017"
99,539227,0,0,0.6,"2017-11-01","Nov",2017,"539227_Nov_2017"
53,542045,0,0,0.6,"2017-11-22","Nov",2017,"542045_Nov_2017"
27,542045,0,0,0.6,"2017-11-22","Nov",2017,"542045_Nov_2017"
99,541221,0,0,0.6,"2017-11-01","Nov",2017,"541221_Nov_2017"
18,541347,1,6,0.6,"2017-02-04","Nov",2017,"541347_Nov_2017"
10749,541347,1,6,0.6,"2017-02-04","Nov",2017,"541347_Nov_2017"
10751,541347,1,6,0.6,"2017-02-04","Nov",2017,"541347_Nov_2017"
80,540949,0,0,0.6,"2017-11-30","Nov",2017,"540949_Nov_2017"
53,540949,0,0,0.6,"2017-11-30","Nov",2017,"540949_Nov_2017"
9648,540949,0,0,0.6,"2017-11-30","Nov",2017,"540949_Nov_2017"
18,540949,0,0,0.6,"2017-11-30","Nov",2017,"540949_Nov_2017"
10402,541032,0,0,0.6,"2017-11-03","Nov",2017,"541032_Nov_2017"
36,541905,1,8,0.6,"2017-11-30","Nov",2017,"541905_Nov_2017"
35,609492,0,0,0.6,"2017-11-01","Nov",2017,"609492_Nov_2017"
28,609600,0,0,0.6,"2017-11-10","Nov",2017,"609600_Nov_2017"
12,609600,0,0,0.6,"2017-11-10","Nov",2017,"609600_Nov_2017"
35,609600,0,0,0.6,"2017-11-10","Nov",2017,"609600_Nov_2017"
10749,609600,0,0,0.6,"2017-11-10","Nov",2017,"609600_Nov_2017"
35,489235,1,6,0.6,"2017-11-15","Nov",2017,"489235_Nov_2017"
99,489273,0,0,0.6,"2017-11-24","Nov",2017,"489273_Nov_2017"
99,488119,1,9,0.6,"2017-11-18","Nov",2017,"488119_Nov_2017"
35,488122,0,0,0.6,"2017-11-20","Nov",2017,"488122_Nov_2017"
99,488174,0,0,0.6,"2017-11-20","Nov",2017,"488174_Nov_2017"
35,488181,0,0,0.6,"2017-11-20","Nov",2017,"488181_Nov_2017"
18,488183,0,0,0.6,"2017-11-20","Nov",2017,"488183_Nov_2017"
35,488183,0,0,0.6,"2017-11-20","Nov",2017,"488183_Nov_2017"
18,488191,0,0,0.6,"2017-11-20","Nov",2017,"488191_Nov_2017"
10402,488195,0,0,0.6,"2017-11-20","Nov",2017,"488195_Nov_2017"
99,488195,0,0,0.6,"2017-11-20","Nov",2017,"488195_Nov_2017"
99,488237,0,0,0.6,"2017-11-13","Nov",2017,"488237_Nov_2017"
27,488242,3,7.3,0.6,"2017-11-22","Nov",2017,"488242_Nov_2017"
99,488504,1,8,0.6,"2017-03-06","Nov",2017,"488504_Nov_2017"
10749,488530,0,0,0.6,"2017-11-30","Nov",2017,"488530_Nov_2017"
18,488530,0,0,0.6,"2017-11-30","Nov",2017,"488530_Nov_2017"
99,488549,0,0,0.6,"2017-11-20","Nov",2017,"488549_Nov_2017"
35,489810,0,0,0.6,"2017-11-27","Nov",2017,"489810_Nov_2017"
27,489881,0,0,0.6,"2017-11-29","Nov",2017,"489881_Nov_2017"
99,488773,0,0,0.6,"2017-11-23","Nov",2017,"488773_Nov_2017"
18,488824,0,0,0.6,"2017-11-17","Nov",2017,"488824_Nov_2017"
10749,488824,0,0,0.6,"2017-11-17","Nov",2017,"488824_Nov_2017"
27,488834,0,0,0.6,"2015-01-01","Nov",2017,"488834_Nov_2017"
99,488839,4,6.8,0.6,"2017-11-24","Nov",2017,"488839_Nov_2017"
99,489065,1,10,0.6,"2017-11-24","Nov",2017,"489065_Nov_2017"
10402,489065,1,10,0.6,"2017-11-24","Nov",2017,"489065_Nov_2017"
99,490365,0,0,0.6,"2017-11-14","Nov",2017,"490365_Nov_2017"
27,611307,1,10,0.6,"2017-11-02","Nov",2017,"611307_Nov_2017"
53,611307,1,10,0.6,"2017-11-02","Nov",2017,"611307_Nov_2017"
878,611307,1,10,0.6,"2017-11-02","Nov",2017,"611307_Nov_2017"
35,489342,1,4,0.6,"2017-11-24","Nov",2017,"489342_Nov_2017"
28,489398,0,0,0.6,"2017-11-30","Nov",2017,"489398_Nov_2017"
18,489398,0,0,0.6,"2017-11-30","Nov",2017,"489398_Nov_2017"
99,489674,0,0,0.6,"2017-11-28","Nov",2017,"489674_Nov_2017"
10402,489674,0,0,0.6,"2017-11-28","Nov",2017,"489674_Nov_2017"
35,489710,0,0,0.6,"2017-11-28","Nov",2017,"489710_Nov_2017"
10402,489723,0,0,0.6,"2017-11-29","Nov",2017,"489723_Nov_2017"
99,489723,0,0,0.6,"2017-11-29","Nov",2017,"489723_Nov_2017"
99,489958,3,8.7,0.6,"2017-11-05","Nov",2017,"489958_Nov_2017"
18,490334,0,0,0.6,"2018-12-05","Nov",2017,"490334_Nov_2017"
99,490855,3,8,0.6,"2017-11-28","Nov",2017,"490855_Nov_2017"
53,490884,0,0,0.6,"2017-11-30","Nov",2017,"490884_Nov_2017"
99,490932,0,0,0.6,"2017-11-15","Nov",2017,"490932_Nov_2017"
18,490556,1,7,0.6,"2017-10-07","Nov",2017,"490556_Nov_2017"
99,490561,1,10,0.6,"2017-11-26","Nov",2017,"490561_Nov_2017"
18,491401,1,7,0.6,"2017-11-29","Nov",2017,"491401_Nov_2017"
99,491409,0,0,0.6,"2017-11-01","Nov",2017,"491409_Nov_2017"
18,491436,1,10,0.6,"2017-11-03","Nov",2017,"491436_Nov_2017"
16,491494,0,0,0.6,"2017-11-09","Nov",2017,"491494_Nov_2017"
99,491494,0,0,0.6,"2017-11-09","Nov",2017,"491494_Nov_2017"
10402,491518,2,10,0.6,"2017-11-01","Nov",2017,"491518_Nov_2017"
18,491518,2,10,0.6,"2017-11-01","Nov",2017,"491518_Nov_2017"
35,491189,0,0,0.6,"2017-11-29","Nov",2017,"491189_Nov_2017"
10402,491193,1,9,0.6,"2017-11-17","Nov",2017,"491193_Nov_2017"
18,491199,1,7.5,0.6,"2017-11-30","Nov",2017,"491199_Nov_2017"
28,595882,0,0,0.6,"2017-11-04","Nov",2017,"595882_Nov_2017"
53,595882,0,0,0.6,"2017-11-04","Nov",2017,"595882_Nov_2017"
35,595882,0,0,0.6,"2017-11-04","Nov",2017,"595882_Nov_2017"
99,597867,0,0,0.6,"2016-12-03","Nov",2017,"597867_Nov_2017"
10402,596164,0,0,0.6,"2017-11-07","Nov",2017,"596164_Nov_2017"
99,603868,0,0,0.6,"2017-11-14","Nov",2017,"603868_Nov_2017"
36,603868,0,0,0.6,"2017-11-14","Nov",2017,"603868_Nov_2017"
10402,602425,0,0,0.6,"2017-11-29","Nov",2017,"602425_Nov_2017"
10749,602425,0,0,0.6,"2017-11-29","Nov",2017,"602425_Nov_2017"
99,602115,0,0,0.6,"2017-11-07","Nov",2017,"602115_Nov_2017"
35,603655,1,10,0.6,"2017-04-29","Nov",2017,"603655_Nov_2017"
10749,603655,1,10,0.6,"2017-04-29","Nov",2017,"603655_Nov_2017"
99,603680,0,0,0.6,"2017-11-01","Nov",2017,"603680_Nov_2017"
18,603312,0,0,0.6,"2017-10-26","Nov",2017,"603312_Nov_2017"
27,603312,0,0,0.6,"2017-10-26","Nov",2017,"603312_Nov_2017"
53,603312,0,0,0.6,"2017-10-26","Nov",2017,"603312_Nov_2017"
53,603422,0,0,0.6,"2017-11-22","Nov",2017,"603422_Nov_2017"
80,603422,0,0,0.6,"2017-11-22","Nov",2017,"603422_Nov_2017"
16,603422,0,0,0.6,"2017-11-22","Nov",2017,"603422_Nov_2017"
9648,603422,0,0,0.6,"2017-11-22","Nov",2017,"603422_Nov_2017"
